group,task_id,dest_file,source_path
rl,scalecua_osworld_rl_chrome_030eeff7_b492_4218_b312_701ec99ee0cc_traj_verify_0,rl_01_scalecua_osworld_rl_chrome_030eeff7_b492_4218_b312_701ec99ee0cc_traj_verify_0.mp4,/home/haoranliu/cua-lite/.logs/rollout/gpt-5.5/lite.scalecua/20260720_233343_087534/rl/scalecua_osworld_rl_chrome_030eeff7_b492_4218_b312_701ec99ee0cc_traj_verify_0/sample_00/trajectory.mp4
rl,scalecua_osworld_rl_chrome_030eeff7_b492_4218_b312_701ec99ee0cc_traj_verify_1,rl_02_scalecua_osworld_rl_chrome_030eeff7_b492_4218_b312_701ec99ee0cc_traj_verify_1.mp4,/home/haoranliu/cua-lite/.logs/rollout/gpt-5.5/lite.scalecua/20260720_233343_087534/rl/scalecua_osworld_rl_chrome_030eeff7_b492_4218_b312_701ec99ee0cc_traj_verify_1/sample_00/trajectory.mp4
rl,scalecua_osworld_rl_chrome_030eeff7_b492_4218_b312_701ec99ee0cc_traj_verify_3,rl_03_scalecua_osworld_rl_chrome_030eeff7_b492_4218_b312_701ec99ee0cc_traj_verify_3.mp4,/home/haoranliu/cua-lite/.logs/rollout/gpt-5.5/lite.scalecua/20260720_233343_087534/rl/scalecua_osworld_rl_chrome_030eeff7_b492_4218_b312_701ec99ee0cc_traj_verify_3/sample_00/trajectory.mp4
rl,scalecua_osworld_rl_chrome_06fe7178_4491_4589_810f_2e2bc9502122_traj_verify_0,rl_04_scalecua_osworld_rl_chrome_06fe7178_4491_4589_810f_2e2bc9502122_traj_verify_0.mp4,/home/haoranliu/cua-lite/.logs/rollout/gpt-5.5/lite.scalecua/20260720_233343_087534/rl/scalecua_osworld_rl_chrome_06fe7178_4491_4589_810f_2e2bc9502122_traj_verify_0/sample_00/trajectory.mp4
rl,scalecua_osworld_rl_chrome_06fe7178_4491_4589_810f_2e2bc9502122_traj_verify_1,rl_05_scalecua_osworld_rl_chrome_06fe7178_4491_4589_810f_2e2bc9502122_traj_verify_1.mp4,/home/haoranliu/cua-lite/.logs/rollout/gpt-5.5/lite.scalecua/20260720_233343_087534/rl/scalecua_osworld_rl_chrome_06fe7178_4491_4589_810f_2e2bc9502122_traj_verify_1/sample_00/trajectory.mp4
rl,scalecua_osworld_rl_chrome_06fe7178_4491_4589_810f_2e2bc9502122_traj_verify_2,rl_06_scalecua_osworld_rl_chrome_06fe7178_4491_4589_810f_2e2bc9502122_traj_verify_2.mp4,/home/haoranliu/cua-lite/.logs/rollout/gpt-5.5/lite.scalecua/20260720_233343_087534/rl/scalecua_osworld_rl_chrome_06fe7178_4491_4589_810f_2e2bc9502122_traj_verify_2/sample_00/trajectory.mp4
rl,scalecua_osworld_rl_chrome_0d8b7de3_e8de_4d86_b9fd_dd2dce58a217_traj_verify_0,rl_07_scalecua_osworld_rl_chrome_0d8b7de3_e8de_4d86_b9fd_dd2dce58a217_traj_verify_0.mp4,/home/haoranliu/cua-lite/.logs/rollout/gpt-5.5/lite.scalecua/20260720_233343_087534/rl/scalecua_osworld_rl_chrome_0d8b7de3_e8de_4d86_b9fd_dd2dce58a217_traj_verify_0/sample_00/trajectory.mp4
rl,scalecua_osworld_rl_chrome_0d8b7de3_e8de_4d86_b9fd_dd2dce58a217_traj_verify_1,rl_08_scalecua_osworld_rl_chrome_0d8b7de3_e8de_4d86_b9fd_dd2dce58a217_traj_verify_1.mp4,/home/haoranliu/cua-lite/.logs/rollout/gpt-5.5/lite.scalecua/20260720_233343_087534/rl/scalecua_osworld_rl_chrome_0d8b7de3_e8de_4d86_b9fd_dd2dce58a217_traj_verify_1/sample_00/trajectory.mp4
rl,scalecua_osworld_rl_chrome_0d8b7de3_e8de_4d86_b9fd_dd2dce58a217_traj_verify_2,rl_09_scalecua_osworld_rl_chrome_0d8b7de3_e8de_4d86_b9fd_dd2dce58a217_traj_verify_2.mp4,/home/haoranliu/cua-lite/.logs/rollout/gpt-5.5/lite.scalecua/20260720_233343_087534/rl/scalecua_osworld_rl_chrome_0d8b7de3_e8de_4d86_b9fd_dd2dce58a217_traj_verify_2/sample_00/trajectory.mp4
rl,scalecua_osworld_rl_chrome_0e5303d4_8820_42f6_b18d_daf7e633de21_traj_verify_0,rl_10_scalecua_osworld_rl_chrome_0e5303d4_8820_42f6_b18d_daf7e633de21_traj_verify_0.mp4,/home/haoranliu/cua-lite/.logs/rollout/gpt-5.5/lite.scalecua/20260720_233343_087534/rl/scalecua_osworld_rl_chrome_0e5303d4_8820_42f6_b18d_daf7e633de21_traj_verify_0/sample_00/trajectory.mp4
rl,scalecua_osworld_rl_chrome_0e5303d4_8820_42f6_b18d_daf7e633de21_traj_verify_1,rl_11_scalecua_osworld_rl_chrome_0e5303d4_8820_42f6_b18d_daf7e633de21_traj_verify_1.mp4,/home/haoranliu/cua-lite/.logs/rollout/gpt-5.5/lite.scalecua/20260720_233343_087534/rl/scalecua_osworld_rl_chrome_0e5303d4_8820_42f6_b18d_daf7e633de21_traj_verify_1/sample_00/trajectory.mp4
